Código da Receita;Descrição Receita;Valor (R$);Quantidade;Ano;Última Atualização Relatório
5584;Taxa de controle e fiscalização ambiental;595.518.776,2;502832;2021;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;656.022.723,4;519856;2022;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;707.476.269,6;539046;2023;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;760,7;1;2929;30/11/2023 19:01
5055;Taxa de vistoria dos proprietários rurais/ADA;3.757.100;14727;2005;30/11/2023 19:01
5055;Taxa de vistoria dos proprietários rurais/ADA;467.005,5;1215;2006;30/11/2023 19:01
5055;Taxa de vistoria dos proprietários rurais/ADA;1.875,1;4;2007;30/11/2023 19:01
5055;Taxa de vistoria dos proprietários rurais/ADA;24,5;1;2008;30/11/2023 19:01
5055;Taxa de vistoria dos proprietários rurais/ADA;573,4;1;2018;30/11/2023 19:01
5055;Taxa de vistoria dos proprietários rurais/ADA;957,3;1;2023;30/11/2023 19:01
4568;Venda de produto da flora;4.677,9;9;1997;30/11/2023 19:01
4568;Venda de produto da flora;1.251,8;7;1998;30/11/2023 19:01
4568;Venda de produto da flora;1.502,8;3;1999;30/11/2023 19:01
4568;Venda de produto da flora;499,2;1;2000;30/11/2023 19:01
4568;Venda de produto da flora;732,6;1;2007;30/11/2023 19:01
4568;Venda de produto da flora;8.197,7;9;2008;30/11/2023 19:01
4568;Venda de produto da flora;13.146,5;12;2009;30/11/2023 19:01
4568;Venda de produto da flora;1.085,6;1;2010;30/11/2023 19:01
4568;Venda de produto da flora;27.829,4;1;2012;30/11/2023 19:01
4568;Venda de produto da flora;1.516,2;1;2016;30/11/2023 19:01
4055;Vistoria da flora;9.837;14;1996;30/11/2023 19:01
4055;Vistoria da flora;8.594,5;28;1997;30/11/2023 19:01
4055;Vistoria da flora;93.088,7;38;1998;30/11/2023 19:01
4055;Vistoria da flora;19.059,3;32;1999;30/11/2023 19:01
4055;Vistoria da flora;162.932,9;423;2000;30/11/2023 19:01
4055;Vistoria da flora;263.939,6;742;2001;30/11/2023 19:01
4055;Vistoria da flora;259.429,7;771;2002;30/11/2023 19:01
4055;Vistoria da flora;324.079,6;857;2003;30/11/2023 19:01
4055;Vistoria da flora;230.621,3;692;2004;30/11/2023 19:01
4055;Vistoria da flora;260.347,3;662;2005;30/11/2023 19:01
4055;Vistoria da flora;103.426,7;272;2006;30/11/2023 19:01
4055;Vistoria da flora;35.044,4;77;2007;30/11/2023 19:01
4055;Vistoria da flora;13.824,7;21;2008;30/11/2023 19:01
4055;Vistoria da flora;6.106,9;8;2009;30/11/2023 19:01
4055;Vistoria da flora;273,1;2;2010;30/11/2023 19:01
4055;Vistoria da flora;241,9;1;2012;30/11/2023 19:01
4055;Vistoria da flora;162,2;1;2013;30/11/2023 19:01
4055;Vistoria da flora;2.820,8;5;2014;30/11/2023 19:01
4055;Vistoria da flora;4.171,6;5;2015;30/11/2023 19:01
4055;Vistoria da flora;735,1;2;2016;30/11/2023 19:01
4055;Vistoria da flora;489,1;1;2017;30/11/2023 19:01
4055;Vistoria da flora;244,2;3;2019;30/11/2023 19:01
4055;Vistoria da flora;1.071,4;1;2023;30/11/2023 19:01
