Código da Receita;Descrição Receita;Valor (R$);Quantidade;Ano;Última Atualização Relatório
6531;Registro da pesca - Embarcação outros peixes;98,4;1;2006;30/11/2023 19:01
6531;Registro da pesca - Embarcação outros peixes;2.941,6;11;2007;30/11/2023 19:01
6521;Registro da pesca - Embarcação peixe demersal;451,1;2;1998;30/11/2023 19:01
5351;Registro de industria - Controle ambiental;55.370;45;1997;30/11/2023 19:01
5351;Registro de industria - Controle ambiental;2.369,2;7;1998;30/11/2023 19:01
6351;Registro de indústria de pesca;1.836,8;7;1997;30/11/2023 19:01
6351;Registro de indústria de pesca;1.575,6;5;1998;30/11/2023 19:01
6351;Registro de indústria de pesca;2.996;5;2006;30/11/2023 19:01
6351;Registro de indústria de pesca;7.334,1;12;2007;30/11/2023 19:01
6351;Registro de indústria de pesca;7.190,3;12;2008;30/11/2023 19:01
6351;Registro de indústria de pesca;599,2;1;2009;30/11/2023 19:01
4381;Registro de moto-serra - Comerciante;200;1;1997;30/11/2023 19:01
4381;Registro de moto-serra - Comerciante;716,6;6;2002;30/11/2023 19:01
4381;Registro de moto-serra - Comerciante;738,3;4;2003;30/11/2023 19:01
4391;Registro de moto-serra - Proprietário;268,1;5;1997;30/11/2023 19:01
4391;Registro de moto-serra - Proprietário;703,5;16;1998;30/11/2023 19:01
4391;Registro de moto-serra - Proprietário;86,9;2;1999;30/11/2023 19:01
4391;Registro de moto-serra - Proprietário;261,6;4;2000;30/11/2023 19:01
5341;Registro de preservativo de madeira;750;1;1997;30/11/2023 19:01
5331;Registro de produto químico e biológico;6.681,8;28;1997;30/11/2023 19:01
5331;Registro de produto químico e biológico;460.566;141;2000;30/11/2023 19:01
5331;Registro de produto químico e biológico;800.330,9;365;2001;30/11/2023 19:01
5331;Registro de produto químico e biológico;1.480.926;547;2002;30/11/2023 19:01
5331;Registro de produto químico e biológico;198.584,2;79;2003;30/11/2023 19:01
5331;Registro de produto químico e biológico;276.787,4;85;2004;30/11/2023 19:01
5331;Registro de produto químico e biológico;102.381;63;2005;30/11/2023 19:01
5331;Registro de produto químico e biológico;865.979,1;127;2006;30/11/2023 19:01
5331;Registro de produto químico e biológico;738.753,2;82;2007;30/11/2023 19:01
5331;Registro de produto químico e biológico;794.388,7;130;2008;30/11/2023 19:01
5331;Registro de produto químico e biológico;338.103,4;40;2009;30/11/2023 19:01
5331;Registro de produto químico e biológico;12.652,2;13;2010;30/11/2023 19:01
5331;Registro de produto químico e biológico;1.684,3;1;2011;30/11/2023 19:01
5331;Registro de produto químico e biológico;4.935,8;2;2012;30/11/2023 19:01
5331;Registro de produto químico e biológico;1.920,1;4;2013;30/11/2023 19:01
5331;Registro de produto químico e biológico;971,3;2;2014;30/11/2023 19:01
5331;Registro de produto químico e biológico;300;1;2015;30/11/2023 19:01
5331;Registro de produto químico e biológico;2.010,4;1;2016;30/11/2023 19:01
5331;Registro de produto químico e biológico;382,7;1;2017;30/11/2023 19:01
5322;Renovação de registro - Controle ambiental;250;1;1997;30/11/2023 19:01
5322;Renovação de registro - Controle ambiental;810.388;5348;1998;30/11/2023 19:01
5322;Renovação de registro - Controle ambiental;2.675.926,6;13481;1999;30/11/2023 19:01
5322;Renovação de registro - Controle ambiental;217.205;384;2000;30/11/2023 19:01
5322;Renovação de registro - Controle ambiental;22.676,2;79;2001;30/11/2023 19:01
5322;Renovação de registro - Controle ambiental;1.795,2;11;2002;30/11/2023 19:01
5322;Renovação de registro - Controle ambiental;386,5;2;2005;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;673,2;5;1998;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;5.464,1;38;1999;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;1.697,9;10;2000;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;1.843,4;3;2001;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;10.970,4;24;2002;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;759,6;3;2003;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;315,4;2;2004;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;4.462,6;21;2005;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;6.467,2;22;2006;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;2.413,4;15;2007;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;4.853,5;18;2008;30/11/2023 19:01
6522;Renovação de registro Pesca - Embarcação peixe demersal;253,3;1;2009;30/11/2023 19:01
3552;Renovação de registro da fauna;93.621,5;267;1997;30/11/2023 19:01
3552;Renovação de registro da fauna;94.306,2;792;1998;30/11/2023 19:01
3552;Renovação de registro da fauna;114.520,3;867;1999;30/11/2023 19:01
3552;Renovação de registro da fauna;35.301,3;165;2000;30/11/2023 19:01
3552;Renovação de registro da fauna;2.903,1;15;2001;30/11/2023 19:01
3552;Renovação de registro da fauna;400;1;2003;30/11/2023 19:01
3552;Renovação de registro da fauna;1.000;3;2004;30/11/2023 19:01
3552;Renovação de registro da fauna;8.198,4;19;2005;30/11/2023 19:01
3552;Renovação de registro da fauna;1.406,6;4;2006;30/11/2023 19:01
3552;Renovação de registro da fauna;13.333,6;32;2007;30/11/2023 19:01
3552;Renovação de registro da fauna;5.363,2;13;2008;30/11/2023 19:01
3552;Renovação de registro da fauna;3.894,9;9;2009;30/11/2023 19:01
3552;Renovação de registro da fauna;7.215;16;2010;30/11/2023 19:01
4552;Renovação de registro da flora;3.060.255,8;3831;1996;30/11/2023 19:01
4552;Renovação de registro da flora;16.310.449,4;46243;1997;30/11/2023 19:01
4552;Renovação de registro da flora;10.044.708,9;80069;1998;30/11/2023 19:01
4552;Renovação de registro da flora;10.667.240,1;71705;1999;30/11/2023 19:01
4552;Renovação de registro da flora;2.294.915,6;8942;2000;30/11/2023 19:01
4552;Renovação de registro da flora;1.185.198,1;4688;2001;30/11/2023 19:01
4552;Renovação de registro da flora;102.597,2;721;2002;30/11/2023 19:01
4552;Renovação de registro da flora;2.205;6;2003;30/11/2023 19:01
4552;Renovação de registro da flora;6.591,9;15;2004;30/11/2023 19:01
4552;Renovação de registro da flora;5.573,2;21;2005;30/11/2023 19:01
4552;Renovação de registro da flora;8.140,8;35;2006;30/11/2023 19:01
4552;Renovação de registro da flora;4.345,9;7;2007;30/11/2023 19:01
4552;Renovação de registro da flora;2.092,8;5;2008;30/11/2023 19:01
4552;Renovação de registro da flora;2.334,4;3;2009;30/11/2023 19:01
4552;Renovação de registro da flora;75,3;2;2012;30/11/2023 19:01
4552;Renovação de registro da flora;1.304;1;2013;30/11/2023 19:01
6352;Renovação de registro indústria da pesca;3.546,2;20;1997;30/11/2023 19:01
6352;Renovação de registro indústria da pesca;20.095,8;56;1998;30/11/2023 19:01
6352;Renovação de registro indústria da pesca;14.588,8;40;1999;30/11/2023 19:01
6352;Renovação de registro indústria da pesca;3.045;5;2000;30/11/2023 19:01
6352;Renovação de registro indústria da pesca;3.338,7;13;2001;30/11/2023 19:01
6352;Renovação de registro indústria da pesca;2.540,9;5;2005;30/11/2023 19:01
6352;Renovação de registro indústria da pesca;2.194,2;3;2008;30/11/2023 19:01
6352;Renovação de registro indústria da pesca;120,9;1;2009;30/11/2023 19:01
6352;Renovação de registro indústria da pesca;1.209,3;10;2010;30/11/2023 19:01
4392;Renovação de registro moto-serra - Proprietário;80;2;1997;30/11/2023 19:01
6412;Renovação de registro pesca - Animal aquático;7.875;83;1997;30/11/2023 19:01
6412;Renovação de registro pesca - Animal aquático;7.836,4;83;1998;30/11/2023 19:01
6412;Renovação de registro pesca - Animal aquático;6.842,6;97;1999;30/11/2023 19:01
6412;Renovação de registro pesca - Animal aquático;2.128;28;2000;30/11/2023 19:01
6412;Renovação de registro pesca - Animal aquático;2.304,6;19;2001;30/11/2023 19:01
6412;Renovação de registro pesca - Animal aquático;3.010,2;42;2002;30/11/2023 19:01
6412;Renovação de registro pesca - Animal aquático;214,7;1;2005;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;165;1;1996;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;8.236,1;75;1997;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;14.127,4;93;1998;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;24.876,3;133;1999;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;31.251,1;130;2000;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;35.657;122;2001;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;44.654,6;86;2002;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;36.153,4;59;2003;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;11.520,2;21;2004;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;2.093,9;15;2005;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;2.376,5;12;2006;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;8.720,6;24;2007;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;1.467,1;12;2008;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;3.130,1;1;2009;30/11/2023 19:01
6442;Renovação de registro pesca - Aquicultor;235,4;1;2012;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;1.176,7;11;1996;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;22.658,5;127;1997;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;41.256,8;244;1998;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;25.983,8;228;1999;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;38.465,2;253;2000;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;38.716,5;293;2001;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;25.828,3;196;2002;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;25.148,3;153;2003;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;21.261,1;148;2004;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;14.862;85;2005;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;5.703,6;34;2006;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;15.039,1;74;2007;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;11.730,5;64;2008;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;13.300,8;60;2009;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;12.587,2;14;2010;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;9.092,9;19;2011;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;2.344,5;9;2012;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;3.087,5;7;2013;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;15.286,7;6;2014;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;2.455,4;3;2015;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;1.580,6;5;2016;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;7.312,8;1;2019;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;4.245,6;1;2021;30/11/2023 19:01
6422;Renovação de registro pesca - Armadores;5.959;1;2022;30/11/2023 19:01
6432;Renovação de registro pesca - Clube / associação;307,5;1;1997;30/11/2023 19:01
6432;Renovação de registro pesca - Clube / associação;1.744,3;6;1998;30/11/2023 19:01
6432;Renovação de registro pesca - Clube / associação;3.485,6;27;1999;30/11/2023 19:01
6432;Renovação de registro pesca - Clube / associação;139,4;2;2000;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;2.243,8;5;1997;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;14.619,8;53;1998;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;2.286,4;20;1999;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;5.972,5;14;2000;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;6.441,6;21;2001;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;1.954;16;2002;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;1.946,5;15;2003;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;1.622,4;15;2004;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;623,5;4;2005;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;5.437,5;14;2007;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;104,5;1;2008;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;90,6;1;2009;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;104,5;1;2010;30/11/2023 19:01
6472;Renovação de registro pesca - Embarcação armadilha lagosta;1.645,6;2;2016;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;717,2;4;1996;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;5.230;85;1997;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;760,2;3;1998;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;5.675,6;67;1999;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;8.963,1;67;2000;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;8.275;46;2001;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;8.238;28;2002;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;8.004;17;2005;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;4.581,8;13;2006;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;6.251,5;11;2007;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;2.470,8;2;2009;30/11/2023 19:01
6452;Renovação de registro pesca - Embarcação arr. camarão rosa;6.923,8;3;2011;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;64,3;1;1996;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;1.045,1;8;1998;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;4.019,7;28;1999;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;1.170,4;14;2000;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;4.869,8;60;2001;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;1.914,2;25;2002;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;4.168;23;2003;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;2.714,9;14;2004;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;8.267,8;93;2005;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;6.106,1;49;2006;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;10.796,4;86;2007;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;2.938,1;17;2008;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;2.550,2;12;2009;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;444,8;4;2010;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;4.719,8;1;2011;30/11/2023 19:01
6512;Renovação de registro pesca - Embarcação camarão sudeste/sul;699,8;1;2021;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;1.154,6;11;1997;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;2.303,8;22;1998;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;15.522,7;140;1999;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;6.214,5;67;2000;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;5.838,2;53;2001;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;3.265,5;22;2002;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;4.195,5;16;2003;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;6.432,9;26;2004;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;7.460,9;41;2005;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;5.985;23;2006;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;12.588,9;35;2007;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;7.640,2;28;2008;30/11/2023 19:01
6502;Renovação de registro pesca - Embarcação cerco sardinha;6.106,4;36;2009;30/11/2023 19:01
6492;Renovação de registro pesca - Embarcação lagosta pargo;1.669,9;9;1998;30/11/2023 19:01
6542;Renovação de registro pesca - Embarcação outros crustáceos;562,5;5;1997;30/11/2023 19:01
6542;Renovação de registro pesca - Embarcação outros crustáceos;749;10;1998;30/11/2023 19:01
6542;Renovação de registro pesca - Embarcação outros crustáceos;1.238,1;21;1999;30/11/2023 19:01
6542;Renovação de registro pesca - Embarcação outros crustáceos;55,2;1;2000;30/11/2023 19:01
6542;Renovação de registro pesca - Embarcação outros crustáceos;1.271,4;6;2002;30/11/2023 19:01
6542;Renovação de registro pesca - Embarcação outros crustáceos;150,4;2;2003;30/11/2023 19:01
6542;Renovação de registro pesca - Embarcação outros crustáceos;174,5;1;2005;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;3.210,2;25;1996;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;4.194,4;25;1997;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;9.098,8;90;1998;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;11.377,2;98;1999;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;7.160,5;66;2000;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;16.317,4;184;2001;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;10.396,6;107;2002;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;10.790,6;63;2003;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;13.763,5;92;2004;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;24.347,9;308;2005;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;14.923,6;147;2006;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;19.124,7;116;2007;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;15.081,9;109;2008;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;17.245,6;63;2009;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;1.839,6;3;2010;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;1.237,4;6;2011;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;537,2;6;2013;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;5.081,6;15;2014;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;2.231;2;2015;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;11.244;1;2018;30/11/2023 19:01
6532;Renovação de registro pesca - Embarcação outros peixes;936,9;6;2021;30/11/2023 19:01
1249;Restituição;51.137,2;5;1996;30/11/2023 19:01
1249;Restituição;449,4;3;1997;30/11/2023 19:01
1249;Restituição;166.808,1;59;1998;30/11/2023 19:01
1249;Restituição;918.106,5;161;1999;30/11/2023 19:01
1249;Restituição;303.084,5;97;2000;30/11/2023 19:01
1249;Restituição;187.812,2;53;2001;30/11/2023 19:01
1249;Restituição;124.826,5;43;2002;30/11/2023 19:01
1249;Restituição;52.461,9;23;2003;30/11/2023 19:01
1249;Restituição;101.546,8;42;2004;30/11/2023 19:01
1249;Restituição;21.326;72;2005;30/11/2023 19:01
1249;Restituição;144.902,4;79;2006;30/11/2023 19:01
1249;Restituição;211.333,2;101;2007;30/11/2023 19:01
1249;Restituição;250.042,2;146;2008;30/11/2023 19:01
1249;Restituição;280.828,2;173;2009;30/11/2023 19:01
1249;Restituição;224.054,1;152;2010;30/11/2023 19:01
1249;Restituição;672.644,7;86;2011;30/11/2023 19:01
1249;Restituição;146.982,1;265;2012;30/11/2023 19:01
1249;Restituição;998.567,1;482;2013;30/11/2023 19:01
1249;Restituição;1.589.392;697;2014;30/11/2023 19:01
1249;Restituição;1.915.532,6;867;2015;30/11/2023 19:01
1249;Restituição;1.855.837,6;926;2016;30/11/2023 19:01
1249;Restituição;2.871.596;968;2017;30/11/2023 19:01
1249;Restituição;1.161.231,8;894;2018;30/11/2023 19:01
1249;Restituição;709.229,1;854;2019;30/11/2023 19:01
1249;Restituição;934.868,4;849;2020;30/11/2023 19:01
1249;Restituição;784.985,7;997;2021;30/11/2023 19:01
1249;Restituição;740.807;1217;2022;30/11/2023 19:01
1249;Restituição;822.316,1;1161;2023;30/11/2023 19:01
1243;Restituição funcionário cedido;12.646,9;23;1998;30/11/2023 19:01
1243;Restituição funcionário cedido;16.073,1;20;1999;30/11/2023 19:01
1243;Restituição funcionário cedido;112.795,6;42;2000;30/11/2023 19:01
1243;Restituição funcionário cedido;977.254,5;102;2001;30/11/2023 19:01
1243;Restituição funcionário cedido;549.127,3;108;2002;30/11/2023 19:01
1243;Restituição funcionário cedido;180.498,1;47;2003;30/11/2023 19:01
1243;Restituição funcionário cedido;671.159,7;131;2004;30/11/2023 19:01
1243;Restituição funcionário cedido;1.390.271,5;208;2005;30/11/2023 19:01
1243;Restituição funcionário cedido;2.569.299,1;400;2006;30/11/2023 19:01
1243;Restituição funcionário cedido;1.537.359;266;2007;30/11/2023 19:01
1243;Restituição funcionário cedido;1.577.318,9;282;2008;30/11/2023 19:01
1243;Restituição funcionário cedido;1.293.740,8;204;2009;30/11/2023 19:01
1243;Restituição funcionário cedido;1.666.980,2;223;2010;30/11/2023 19:01
1243;Restituição funcionário cedido;2.255.413,2;227;2011;30/11/2023 19:01
1243;Restituição funcionário cedido;1.890.642,9;205;2012;30/11/2023 19:01
1243;Restituição funcionário cedido;1.078.339,4;126;2013;30/11/2023 19:01
1243;Restituição funcionário cedido;3.986,2;26;2014;30/11/2023 19:01
1243;Restituição funcionário cedido;14.673,8;16;2015;30/11/2023 19:01
1243;Restituição funcionário cedido;17.062,9;11;2016;30/11/2023 19:01
1243;Restituição funcionário cedido;54.590,7;16;2017;30/11/2023 19:01
1243;Restituição funcionário cedido;3.135,3;14;2018;30/11/2023 19:01
1243;Restituição funcionário cedido;2.843,6;10;2019;30/11/2023 19:01
1243;Restituição funcionário cedido;2.837,3;12;2020;30/11/2023 19:01
1243;Restituição funcionário cedido;16.143,3;18;2021;30/11/2023 19:01
1243;Restituição funcionário cedido;32.818,3;3;2023;30/11/2023 19:01
1287;Serviços administrativos diversos;444,6;9;1998;30/11/2023 19:01
1287;Serviços administrativos diversos;3.294,9;16;1999;30/11/2023 19:01
1287;Serviços administrativos diversos;24.343,9;8;2000;30/11/2023 19:01
1787;Serviços administrativos diversos;26;1;2000;30/11/2023 19:01
1787;Serviços administrativos diversos;1.056,1;1;2001;30/11/2023 19:01
1287;Serviços administrativos diversos;5.190;10;2002;30/11/2023 19:01
1287;Serviços administrativos diversos;4.983,9;30;2003;30/11/2023 19:01
1287;Serviços administrativos diversos;20.310,6;64;2004;30/11/2023 19:01
1287;Serviços administrativos diversos;13.774,4;60;2005;30/11/2023 19:01
1287;Serviços administrativos diversos;2.759,7;8;2006;30/11/2023 19:01
1287;Serviços administrativos diversos;794,6;2;2007;30/11/2023 19:01
1287;Serviços administrativos diversos;3.959;8;2008;30/11/2023 19:01
1287;Serviços administrativos diversos;136,6;1;2009;30/11/2023 19:01
1287;Serviços administrativos diversos;296,5;2;2012;30/11/2023 19:01
1287;Serviços administrativos diversos;474,1;1;2013;30/11/2023 19:01
1287;Serviços administrativos diversos;1.480,7;5;2014;30/11/2023 19:01
1287;Serviços administrativos diversos;17.497,8;7;2015;30/11/2023 19:01
1287;Serviços administrativos diversos;6.704,5;3;2016;30/11/2023 19:01
1287;Serviços administrativos diversos;15.801,1;16;2017;30/11/2023 19:01
1287;Serviços administrativos diversos;52.894,2;22;2018;30/11/2023 19:01
1287;Serviços administrativos diversos;25.892;36;2019;30/11/2023 19:01
1287;Serviços administrativos diversos;5.866,6;17;2020;30/11/2023 19:01
1287;Serviços administrativos diversos;22.677,2;14;2021;30/11/2023 19:01
1287;Serviços administrativos diversos;9.405,3;13;2022;30/11/2023 19:01
1287;Serviços administrativos diversos;2.888,8;6;2023;30/11/2023 19:01
3567;Serviços diversos;550;2;2003;30/11/2023 19:01
3287;Serviços diversos da fauna;100;1;1998;30/11/2023 19:01
4287;Serviços técnicos - LPF;55;1;1996;30/11/2023 19:01
4287;Serviços técnicos - LPF;430,8;7;2001;30/11/2023 19:01
4287;Serviços técnicos - LPF;245,5;2;2010;30/11/2023 19:01
4287;Serviços técnicos - LPF;9.529,3;5;2016;30/11/2023 19:01
4287;Serviços técnicos - LPF;435,6;2;2017;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;875;1;1998;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;386,9;3;1999;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;1.012,6;6;2000;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;30.379.010,2;73719;2001;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;61.154.087,1;163307;2002;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;66.302.511;174262;2003;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;79.071.028,3;181897;2004;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;94.571.702,3;228895;2005;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;111.837.342,4;273623;2006;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;146.524.821,6;320068;2007;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;163.359.739,9;360412;2008;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;189.142.602,8;409760;2009;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;158.682.324,4;388096;2010;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;130.953.307,2;328381;2011;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;191.749.476,5;405303;2012;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;216.961.615,4;448663;2013;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;222.360.404,1;442832;2014;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;251.116.693,2;474495;2015;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;456.964.505,1;451380;2016;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;487.394.286,1;436724;2017;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;521.704.833,8;455188;2018;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;569.191.627,1;476930;2019;30/11/2023 19:01
5584;Taxa de controle e fiscalização ambiental;539.629.538,5;467416;2020;30/11/2023 19:01
